Date,Close,Open,High,Low,Volume,Change
2014-05-30,1994.96,2015.37,2019.17,1994.96,247320000.0,-0.0086
2014-06-30,2002.21,1996.13,2002.21,1992.65,201130000.0,0.0069
2014-07-31,2076.12,2081.75,2090.57,2070.78,383730000.0,-0.0031
2014-08-29,2068.54,2070.73,2073.03,2060.14,301370000.0,-0.0034999999999999996
2014-09-30,2020.09,2023.18,2029.17,2007.3,322810000.0,-0.0032
2014-10-31,1964.43,1963.26,1967.08,1951.07,349400000.0,0.0028000000000000004
2014-11-28,1980.78,1983.22,1984.73,1975.66,340700000.0,-0.0007000000000000001
2014-12-31,1915.59,1934.51,1937.55,1910.78,256440000.0,-0.0064
2015-01-30,1949.26,1964.13,1964.13,1948.6,441480000.0,-0.0009
2015-02-27,1985.8,1992.76,1993.34,1982.5,424550000.0,-0.0037
2015-03-31,2041.03,2042.31,2046.9,2032.24,555930000.0,0.0054
2015-04-30,2127.17,2134.94,2136.9,2121.29,509130000.0,-0.0072
2015-05-29,2114.8,2109.38,2123.39,2106.7,456140000.0,0.0019
2015-06-30,2074.2,2054.83,2075.02,2049.44,392410000.0,0.0067
2015-07-31,2030.16,2026.98,2030.16,2004.7,448190000.0,0.0055000000000000005
2015-08-31,1941.49,1934.12,1941.49,1925.52,350940000.0,0.002
2015-09-30,1962.81,1915.46,1962.84,1915.04,546990000.0,0.0103
2015-10-30,2029.47,2034.78,2038.56,2027.8,380670000.0,-0.0023
2015-11-30,1991.97,2022.38,2022.38,1987.12,452870000.0,-0.0182
2015-12-31,1961.31,1973.03,1974.67,1958.78,304460000.0,-0.0025
2016-01-29,1912.06,1905.01,1912.07,1888.48,386560000.0,0.0027
2016-02-29,1916.66,1921.76,1927.05,1916.66,275050000.0,-0.0018
2016-03-31,1995.85,2005.72,2007.43,1986.74,335070000.0,-0.0031
2016-04-29,1994.15,1998.68,1999.34,1983.3,401060000.0,-0.0034000000000000002
2016-05-31,1983.4,1962.47,1984.18,1958.16,657040000.0,0.0083
2016-06-30,1970.35,1971.54,1972.81,1959.28,349860000.0,0.0072
2016-07-29,2016.19,2023.24,2028.99,2016.19,366380000.0,-0.0024
2016-08-31,2034.65,2038.58,2041.17,2027.24,400950000.0,-0.0025
2016-09-30,2043.63,2054.25,2056.33,2042.77,326390000.0,-0.0121
2016-10-31,2008.19,2011.29,2016.01,2005.95,400660000.0,-0.005600000000000001
2016-11-30,1983.48,1980.38,1988.44,1977.09,233090000.0,0.0026
2016-12-30,2026.46,2020.42,2026.57,2016.25,264519999.99999997,0.001
2017-01-31,2067.57,2077.66,2079.97,2067.57,288280000.0,-0.0077
2017-02-28,2091.64,2087.26,2094.41,2084.36,399820000.0,0.0029
2017-03-31,2160.23,2166.62,2166.93,2159.8,441640000.0,-0.002
2017-04-28,2205.44,2214.36,2217.04,2202.2,268640000.0,-0.0018
2017-05-31,2347.38,2339.25,2355.23,2338.25,555940000.0,0.0016
2017-06-30,2391.79,2382.15,2391.81,2381.4,343530000.0,-0.0016
2017-07-31,2402.71,2392.02,2403.9,2388.39,277570000.0,0.0007000000000000001
2017-08-31,2363.19,2373.96,2377.02,2355.29,265050000.0,-0.0038
2017-09-29,2394.47,2378.66,2394.47,2378.66,184190000.0,0.009000000000000001
2017-10-31,2523.43,2500.21,2528.32,2498.05,313790000.0,0.0086
2017-11-30,2476.37,2502.22,2506.32,2474.28,339020000.0,-0.014499999999999999
2017-12-29,2467.49,2439.31,2467.51,2437.26,220340000.0,0.0126
2018-01-31,2566.46,2557.37,2597.14,2553.01,403050000.0,-0.0005
2018-02-28,2427.36,2447.11,2460.12,2426.21,367560000.0,-0.011699999999999999
2018-03-30,2445.85,2454.1,2458.24,2445.72,395330000.0,0.0039000000000000003
2018-04-30,2515.38,2502.29,2515.38,2500.22,746290000.0,0.0092
2018-05-31,2423.01,2428.83,2430.15,2415.5,816930000.0,0.0058
2018-06-29,2326.13,2325.68,2329.58,2296.39,396660000.0,0.0051
2018-07-31,2295.26,2292.23,2296.6,2286.02,223930000.0,0.0008
2018-08-31,2322.88,2298.13,2322.88,2295.72,255910000.0,0.0067
2018-09-28,2343.07,2356.13,2356.62,2337.47,317870000.0,-0.0052
2018-10-31,2029.69,2022.84,2030.5,2006.63,373030000.0,0.0074
2018-11-30,2096.86,2116.83,2122.33,2093.83,427350000.0,-0.008199999999999999
2018-12-31,2041.04,2036.7,2046.97,2035.41,352680000.0,0.0062
2019-01-31,2124.28,2116.43,2124.5,2113.44,449280.0,0.008199999999999999
