,Symbol,Name,Sector,Industry
0,001040,CJ,기타 금융업,지주회사
1,011150,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입"
2,082740,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진"
3,001390,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제"
4,010060,OCI,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매"
5,002360,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조"
6,001740,SK네트웍스,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업"
7,285130,SK케미칼,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신"
8,011810,STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매"
9,024070,WISCOM,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공"
10,011420,갤럭시아에스엠,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고"
11,267290,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스
12,002240,고려제강,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매"
13,001290,골든브릿지증권,금융 지원 서비스업,유가증권 매매
14,014530,극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소"
15,013700,까뮤이앤씨,건물 건설업,"토목공사,건축공사/부동산 임대"
16,003920,남양유업,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매"
17,090350,노루페인트,기타 화학제품 제조업,페인트 제조
18,004440,대림씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 골재, 강교제작"
19,014160,대영포장,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조"
20,003220,대원제약,의약품 제조업,"의약품(소화제,항생제,호흡기제,해열제,호르몬제) 제조,도매"
21,002880,대유에이텍,자동차 신품 부품 제조업,자동차부품(자동차용 시트)제조
22,005880,대한해운,해상 운송업,"외항화물운송,국제해운대리점"
23,001620,동국실업,자동차 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대"
24,023450,동남합성,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대"
25,004140,동방,도로 화물 운송업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업"
26,000640,동아쏘시오홀딩스,기타 금융업,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산"
27,001520,동양,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기
28,000400,롯데손해보험,보험업,손해보험업
29,023530,롯데쇼핑,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래"
30,071840,롯데하이마트,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대"
31,027740,마니커,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행"
32,204210,모두투어리츠,부동산 임대 및 공급업,"호텔 부동산 취득, 관리, 개량 및 처분"
33,009200,무림페이퍼,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조"
34,085620,미래에셋생명,보험업,생명보험상품
35,006400,삼성SDI,일차전지 및 축전지 제조업,"칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매"
36,207940,삼성바이오로직스,기초 의약물질 및 생물학적 제제 제조업,바이오의약품
37,068290,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대"
38,029780,삼성카드,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매"
39,000810,삼성화재해상보험,보험업,"손해보험의 원수,재보험,운용자산의 투자활동"
40,005680,삼영전자공업,전자부품 제조업,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매"
41,003720,삼영화학공업,플라스틱제품 제조업,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조"
42,005500,삼진제약,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배"
43,007610,선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사"
44,136490,선진,동물용 사료 및 조제식품 제조업,조제동물사료
45,091090,세원셀론텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매"
46,067830,세이브존I&C,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영"
47,019170,신풍제약,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매"
48,293940,신한알파리츠,부동산 임대 및 공급업,비거주 부동산 임대 서비스업
49,055550,신한지주,기타 금융업,금융지주회사
50,020560,아시아나항공,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리"
51,012280,영화금속,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매"
52,105840,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기
53,103130,웅진에너지,반도체 제조업,"태양전지원료(잉곳),태양전지용웨이퍼 제조/전기공사/신재생에너지 사업"
54,005820,원림,편조원단 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자"
55,008600,윌비스,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대"
56,033270,유나이티드,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조"
57,047400,유니온머티리얼,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매"
58,088260,이리츠코크렙,부동산 임대 및 공급업,부동산투자회사
59,023800,인지컨트롤스,자동차 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조"
60,249420,일동제약,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등"
61,194370,제이에스코퍼레이션,"가죽, 가방 및 유사제품 제조업",핸드백 및 지갑
62,025620,제이준코스메틱,기타 화학제품 제조업,화장품 제조 판매
63,271980,제일약품,의약품 제조업,의약품
64,001560,제일연마,기타 비금속 광물제품 제조업,"연마석,다이아몬드공구 제조,도소매/주택건설"
65,002620,제일파마홀딩스,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매"
66,089590,제주항공,항공 여객 운송업,"여객운송서비스, 화물운송서비스"
67,018470,조일알미늄,1차 비철금속 제조업,"알루미늄판 제조,도매"
68,002600,조흥,기타 식품 제조업,"휘핑크림,인스턴트이스트,프루츠칵테일,크림치즈,견과류,건조과일 제조,판매/주택 신축,판매"
69,071320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매"
70,088790,진도,기타 전문 도매업,"모피제품 제조,가공"
71,007810,코리아써키트,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대"
72,192820,코스맥스,기타 화학제품 제조업,화장품
73,120110,코오롱인더,화학섬유 제조업,"산업자재, 화학, 필름"
74,138490,코오롱플라스틱,합성고무 및 플라스틱 물질 제조업,엔지니어링플라스틱
75,021240,코웨이,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)"
76,020120,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업"
77,003240,태광산업,화학섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등"
78,004100,태양금속공업,자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조"
79,005490,포스코,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조"
80,039130,하나투어,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매"
81,036460,한국가스공사,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발"
82,000970,한국주철관공업,1차 철강 제조업,"수도용주철관,강관 제조"
83,104700,한국철강,1차 철강 제조업,철근. 단조강. 파이프
84,168490,한국패러랠,신탁업 및 집합투자업,
85,128940,한미약품,의약품 제조업,의약품
86,105630,한세실업,봉제의복 제조업,의류 완제품
87,004710,한솔테크닉스,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조"
88,300720,한일시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈"
89,002220,한일철강,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매"
90,002320,한진,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관"
91,009460,한창제지,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입"
92,027390,한화갤러리아타임월드,종합 소매업,"백화점,부동산임대,신용카드업,주차장"
93,000720,현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스"
94,267270,현대건설기계,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등"
95,004560,현대비앤지스틸,1차 철강 제조업,"스텐레스냉연강판,특수강 제조"
96,057050,현대홈쇼핑,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작
97,111110,호전실업,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM
98,008770,호텔신라,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업"
99,051500,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식"
100,037370,EG,기타 전문 도매업,"산화철, 대기수처리방지시설, 무역"
101,130500,GH신소재,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼"
102,083450,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller"
103,024120,KB오토시스,자동차 신품 부품 제조업,브레이크패드
104,083470,KJ프리텍,플라스틱제품 제조업,"소형 BLU, 정밀 플라스틱 제품"
105,060250,NHN한국사이버결제,기타 정보 서비스업,전자결제서비스업
106,032540,TJ미디어,영상 및 음향기기 제조업,영상음향반주기
107,038340,UCI,일반 교습 학원,캐패시터
108,051390,YW,상품 종합 도매업,"이동통신중계시스템, 데이터네트웍장비, 광전송 장비"
109,094480,갤럭시아컴즈,소프트웨어 개발 및 공급업,전자결제
110,063080,게임빌,기타 금융업,모바일게임
111,038530,골드퍼시픽,생활용품 도매업,"주문형반도체, IMT-2000 Modem Chip 등"
112,307280,교보8호스팩,금융 지원 서비스업,기업인수합병
113,036190,금화피에스시,전기 및 통신 공사업,"설비,철물,전기,강구조물"
114,089600,나스미디어,광고업,광고매체 판매
115,085910,네오티스,자동차 신품 부품 제조업,"마이크로비트,샤프트"
116,031390,녹십자셀,기초 의약물질 및 생물학적 제제 제조업,항암세포치료제
117,142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액"
118,012340,뉴인텍,전자부품 제조업,콘덴서
119,085670,뉴프렉스,전자부품 제조업,연성인쇄회로기판
120,007720,대명코퍼레이션,상품 종합 도매업,기업소모성자재 구매대행업
121,078140,대봉엘에스,의약품 제조업,"원료의약품,화장품원료"
122,071460,대유위니아,가정용 기기 제조업,"김치냉장고(스탠드형, 뚜껑형), 에어컨, 프리미엄 냉장고 등"
123,010170,대한광통신,절연선 및 케이블 제조업,광섬유
124,023910,대한약품,의약품 제조업,수액제
125,213420,덕산네오룩스,전자부품 제조업,"HTL(정공수송층), HIL(정공주입층), RED HOST"
126,099410,동방선기,선박 및 보트 건조업,선박용 배관 등
127,066900,디에이피,전자부품 제조업,Build-Up PCB(인쇄회로기판)
128,092070,디엔에프,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체)
129,039840,디오,의료용 기기 제조업,자동포장기계
130,033130,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스
131,263020,디케이앤디,플라스틱제품 제조업,합성피혁 및 부직포
132,290550,디케이티,전자부품 제조업,스마트폰용 FPCA
133,038390,레드캡투어,여행사 및 기타 여행보조 서비스업,"S/W개발 및 공급, DB개발"
134,016100,리더스코스메틱,기타 화학제품 제조업,화장품
135,038290,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse"
136,127160,매직마이크로,전자부품 제조업,"LED 리드프레임, LED PKG"
137,257370,명성티엔에스,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비"
138,250060,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업인수합병
139,049950,미래컴퍼니,특수 목적용 기계 제조업,EdgeGrinder
140,213090,미래테크놀로지,소프트웨어 개발 및 공급업,OTP
141,206640,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,기업인수합병
142,084990,바이로메드,자연과학 및 공학 연구개발업,"기술이전수입,연구용시료"
143,086820,바이오솔루션,기초 의약물질 및 생물학적 제제 제조업,"세포치료제, 인체조직모델 등"
144,008470,부스타,"구조용 금속제품, 탱크 및 증기발생기 제조업","관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매"
145,138580,비즈니스온,소프트웨어 개발 및 공급업,전자세금계산서 발행서비스(스마트빌)
146,054220,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","원방감시제어시스템, 분산제어시스템"
147,122350,삼기오토모티브,자동차 신품 부품 제조업,자동차부품
148,018310,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업","유로폼,갱폼,알루미늄폼,특수폼,유리온실사업"
149,023600,삼보판지,"펄프, 종이 및 판지 제조업","골판지,골판지상자"
150,009300,삼아제약,의약품 제조업,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘"
151,011560,세보엠이씨,건물설비 설치 공사업,"건설관련설비, ACESS FLOOR , 소음기 , CHAMMBER , PFP UNIT, BY-PASS UNIT , DUCT , 철구조물 ."
152,258830,세종메디칼,의료용 기기 제조업,복강경수술용 투관침 등
153,091990,셀트리온헬스케어,기타 전문 도매업,바이오의약품 마케팅 및 판매
154,066910,손오공,"인형,장난감 및 오락용품 제조업","완구,게임,캐릭터수입수수료"
155,033790,스카이문스테크놀로지,통신 및 방송 장비 제조업,무선통신시스템용 중계기
156,049830,승일,기타 금속 가공제품 제조업,"에어졸캔,에어졸발브"
157,217330,싸이토젠,자연과학 및 공학 연구개발업,CTC 기반 Liquid Biopsy 응용사업 및 플랫폼
158,208640,썸에이지,소프트웨어 개발 및 공급업,기업인수합병
159,136510,쎄미시스코,특수 목적용 기계 제조업,"EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)"
160,036170,씨티젠,반도체 제조업,LED패키지
161,040910,아이씨디,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입"
162,031310,아이즈비전,전기 통신업,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)"
163,119830,아이텍반도체,"그외 기타 전문, 과학 및 기술 서비스업",비메모리 반도체 테스트
164,096610,알에프세미,반도체 제조업,"ECM, DIODE, LED Light"
165,196170,알테오젠,자연과학 및 공학 연구개발업,바이오시밀러 및 바이오베터
166,085810,알티캐스트,소프트웨어 개발 및 공급업,"디지털 방송용 소프트웨어(셋톱박스용 미들웨어 등), CAS(수신제한시스템)"
167,205500,액션스퀘어,소프트웨어 개발 및 공급업,모바일게임
168,131400,액트,전자부품 제조업,연성회로기판
169,121890,에스디시스템,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기"
170,112240,에스에프씨,플라스틱제품 제조업,"태양광 모듈용 백시트, 라미네이팅 필름"
171,160600,에스엔텍,특수 목적용 기계 제조업,"진공합착기, NPS"
172,263920,에스엔피월드,그외 기타 제품 제조업,"화장용 스펀지, 퍼프"
173,096630,에스코넥,통신 및 방송 장비 제조업,WaferProber
174,039440,에스티아이,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템"
175,098660,에스티오,봉제의복 제조업,"셔츠,자켓/바지, 타이"
176,176440,에이치엔티,전자부품 제조업,휴대폰 카메라 모듈
177,033600,에이코넬,자동차 신품 부품 제조업,김치냉장고부품
178,021080,에이티넘인베스트,신탁업 및 집합투자업,벤처캐피탈
179,089530,에이티세미콘,반도체 제조업,반도체 테스트
180,089970,에이피티씨,특수 목적용 기계 제조업,300mm Poly Etch System
181,064510,에코마이스터,특수 목적용 기계 제조업,SAP
182,230360,에코마케팅,광고업,"온라인, 모바일 광고 종합대행업"
183,036810,에프에스티,전자부품 제조업,"펠리클(반도체부품),칠러장비,반도체유통"
184,205100,엑셈,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW"
185,061970,엘비세미콘,반도체 제조업,"골드범핑, 솔더범핑 등"
186,138690,엘아이에스,특수 목적용 기계 제조업,"LGP Engraving M/C, Cell Sealing M/C"
187,090740,연이정보통신,전자부품 제조업,"LCD,PDP및단말기용PBA"
188,045060,오공,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제"
189,048260,오스템임플란트,의료용 기기 제조업,치과용임플란트
190,138080,오이솔루션,통신 및 방송 장비 제조업,광트랜시버
191,049480,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","트래픽솔루션(웹스위치,트래픽서버)"
192,019210,와이지-원,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴"
193,074600,원익QnC,유리 및 유리제품 제조업,석영유리가공제품
194,014190,원익큐브,기타 전문 도매업,"이에이엠, 2-헤마, 비에이엠, 엠엠에이, 아스팔트슁글"
195,123100,원익테라세미콘,특수 목적용 기계 제조업,반도체 및 AMOLED 제조용 열처리장비
196,008290,원풍물산,봉제의복 제조업,남성용신사복
197,095270,웨이브일렉트로,통신 및 방송 장비 제조업,이동통신중계기용전력증폭기
198,065950,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복"
199,036090,위지트,특수 목적용 기계 제조업,LCD 반도체
200,191410,육일씨엔에쓰,전자부품 제조업,IT 용 Cover Glass
201,215790,이노인스트루먼트,통신 및 방송 장비 제조업,기업 인수 합병
202,080010,이상네트웍스,상품 중개업,기업간전자상거래서비스
203,047560,이스트소프트,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W"
204,102710,이엔에프테크놀로지,기타 화학제품 제조업,LCD/반도체용 케미칼
205,096040,이트론,컴퓨터 및 주변장치 제조업,컴퓨터 및 주변장치 제조
206,049550,잉크테크,기타 화학제품 제조업,"잉크젯 프린터용 잉크카트리지, 재충전 잉크"
207,079370,제우스,특수 목적용 기계 제조업,LCD제조용장비
208,126880,제이엔케이히터,일반 목적용 기계 제조업,산업용가열로
209,080220,제주반도체,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM"
210,034940,조아제약,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매"
211,033340,좋은사람들,봉제의복 제조업,패션내의
212,036930,주성엔지니어링,특수 목적용 기계 제조업,LP CVD
213,065060,지엔코,봉제의복 제조업,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)"
214,109820,진매트릭스,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단"
215,004650,창해에탄올,알코올음료 제조업,"주정(발효주정, 정제주정) 등"
216,042040,케이피엠테크,기타 화학제품 제조업,"표면처리약품, 전자동 도금설비"
217,054410,케이피티유,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment"
218,220260,켐트로스,기타 화학제품 제조업,기타 화학제품 제조업
219,009730,코센,1차 철강 제조업,"스테인리스파이프, 선박용배관제작"
220,069110,코스온,기타 화학제품 제조업,화장품
221,166480,코아스템,의약품 제조업,줄기세포 치료제
222,033290,코웰패션,의복 액세서리 제조업,"콘덴서,저항기"
223,121850,코이즈,플라스틱제품 제조업,"보호필름, 도광판, 백코팅"
224,126600,코프라,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩
225,045340,토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등)
226,108230,톱텍,특수 목적용 기계 제조업,평판디스플레이 제조용 자동화설비
227,105550,트루윈,전자부품 제조업,"자동차용 센서(APS, TPS, IAPS, SLS)"
228,026150,특수건설,토목 건설업,보링
229,037070,파세코,가정용 기기 제조업,"석유스토브, 식기건조기,식기세척기"
230,150900,파수닷컴,소프트웨어 개발 및 공급업,기업용 문서보안 솔루션
231,032800,판타지오,창작 및 예술관련 서비스업,교육서비스
232,056730,포스링크,기타 전문 도매업,"석탄도매,통신공사외"
233,005670,푸드웰,"과실, 채소 가공 및 저장 처리업","깐밤, 통조림류, 딸기시럽류, 음료제품 등"
234,007330,푸른저축은행,은행 및 저축기관,대출이자
235,203690,프로스테믹스,기초 의약물질 및 생물학적 제제 제조업,화장품
236,024850,피에스엠씨,전자부품 제조업,리드프레임
237,270520,하나금융10호스팩,금융 지원 서비스업,-
238,067310,하나마이크론,반도체 제조업,"반도체패키징,USB플래쉬드라이브"
239,200470,하이셈,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트
240,222980,한국맥널티,기타 식품 제조업,커피 및 의약품
241,063570,한국전자금융,기타 사업지원 서비스업,"ATM관리사업,CD-VAN사업"
242,041460,한국전자인증,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공"
243,078350,한양디지텍,반도체 제조업,메모리 모듈
244,007770,한일화학,기초 화학물질 제조업,산화아연
245,086960,한컴MDS,소프트웨어 개발 및 공급업,"임베디드개발솔루션,임베디드소프트웨어"
246,279410,한화에이스스팩4호,금융 지원 서비스업,기업인수합병
247,076610,해성옵틱스,사진장비 및 광학기기 제조업,휴대폰용 렌즈모듈 및 카메라모듈
248,900270,헝셩그룹,기타 금융업,자회사 제품 : 아동용 완구 및 아동복 등
249,039610,화성밸브,일반 목적용 기계 제조업,"가스밸브, 매몰용접용 볼밸브, 온수분배기"
250,204630,화이브라더스코리아,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업
251,200670,휴메딕스,의약품 제조업,"히알루론산 관절염치료제, 히알루론산 더말필러"
252,244880,나눔테크,의료용 기기 제조업,"자동심장충격기, 골밀도진단기"
253,232680,라온테크,특수 목적용 기계 제조업,"반도체 및 FPD,Industry용 로봇과 자동화시스템"
254,200350,래몽래인,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV드라마제작
255,302550,리메드,의료용 기기 제조업,자기장 치료기기
256,260870,시그넷이브이,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기차 충전기
257,246250,에스엘에스바이오,기타 과학기술 서비스업,"신 의료 진단기술 연구개발, 의약품 연구개발 지원, 의약품 품질 관리 사업 등"
258,064850,에프앤가이드,금융 지원 서비스업,금융정보제공서비스(FnGuide.com)
259,084440,유비온,기타 정보 서비스업,이러닝(E-Learning)
260,211050,인카금융서비스,보험 및 연금관련 서비스업,보험판매
261,120780,전우정밀,자동차 신품 부품 제조업,차량 도어부품 등
262,314130,지놈앤컴퍼니,기초 의약물질 및 생물학적 제제 제조업,생체유익균 치료제/건강기능식품/화장품
263,258050,테크트랜스,기타 금속 가공제품 제조업,비철금속표면처리장비 및 솔루션
264,191600,티케이씨,전자부품 제조업,
265,266870,파워풀엑스,생활용품 도매업,플렉스파워 리커버리크림
266,027410,BGF,기타 금융업,지주회사
267,138930,BNK금융지주,기타 금융업,금융지주회사
268,000590,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당"
269,114090,GKL,유원지 및 기타 오락관련 서비스업,카지노
270,006360,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발"
271,001250,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대"
272,105560,KB금융,기타 금융업,-
273,034220,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조
274,064960,S&T모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매"
275,101060,SBS미디어홀딩스,기타 금융업,지주회사
276,001380,SG충방,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매"
277,034730,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매"
278,011790,SKC,기타 화학제품 제조업,"폴리에스테르필름,합성수지,LCD용 필름 제조"
279,012320,경동인베스트,기타 금융업,지주회사
280,214390,경보제약,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손"
281,014280,금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매"
282,214330,금호에이치티,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈
283,004540,깨끗한나라,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입"
284,004270,남성,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대"
285,251270,넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급
286,006370,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)"
287,000210,대림산업,토목 건설업,"산업플랜트공사,건축,토목,폴리에틸렌,폴리부텐,각종폴리머 제조,기술용역"
288,006570,대림통상,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역"
289,009190,대양금속,1차 철강 제조업,스테인레스 냉연강판 제조
290,047040,대우건설,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여"
291,001070,대한방직,직물직조 및 직물제품 제조업,"면사,화섬사,면직물 제조,판매,건설"
292,001440,대한전선,절연선 및 케이블 제조업,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사"
293,084010,대한제강,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조"
294,016090,대현,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)"
295,007590,동방아그로,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매"
296,083370,동북아12호선박투자,운송장비 임대업,운수장비 임대
297,102260,동성코퍼레이션,회사 본부 및 경영 컨설팅 서비스업,
298,082640,동양생명,보험업,생명보험
299,018500,동원금속,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매"
