Date,Open,High,Low,Close,Volume
1980-01-04,100,100,100,100
1980-01-05,100.15,100.15,100.15,100.15
1980-01-07,102.53,102.53,102.53,102.53
1980-01-08,105.28,105.28,105.28,105.28
1980-01-09,106.37,106.37,106.37,106.37
1980-01-10,106.87,106.87,106.87,106.87
1980-01-11,105.02,105.02,105.02,105.02
1980-01-12,103.64,103.64,103.64,103.64
1980-01-14,102.08,102.08,102.08,102.08
1980-01-15,101.1,101.1,101.1,101.1
1980-01-16,101.65,101.65,101.65,101.65
1980-01-17,101.97,101.97,101.97,101.97
1980-01-18,101.13,101.13,101.13,101.13
1980-01-19,101.15,101.15,101.15,101.15
1980-01-21,101.75,101.75,101.75,101.75
1980-01-22,101.64,101.64,101.64,101.64
1980-01-23,101.43,101.43,101.43,101.43
1980-01-24,100.7,100.7,100.7,100.7
1980-01-25,103.17,103.17,103.17,103.17
1980-01-26,102.83,102.83,102.83,102.83
1980-01-28,101.87,101.87,101.87,101.87
1980-01-29,102.58,102.58,102.58,102.58
1980-01-30,104.65,104.65,104.65,104.65
1980-01-31,105.89,105.89,105.89,105.89
1980-02-01,104.48,104.48,104.48,104.48
1980-02-02,105.3,105.3,105.3,105.3
1980-02-04,105,105,105,105
1980-02-05,104.45,104.45,104.45,104.45
1980-02-06,104.04,104.04,104.04,104.04
1980-02-07,104.71,104.71,104.71,104.71
1980-02-08,104.03,104.03,104.03,104.03
1980-02-09,103.97,103.97,103.97,103.97
1980-02-11,103.76,103.76,103.76,103.76
1980-02-12,103.8,103.8,103.8,103.8
1980-02-13,104.02,104.02,104.02,104.02
1980-02-14,104.34,104.34,104.34,104.34
1980-02-15,104.9,104.9,104.9,104.9
1980-02-16,106.08,106.08,106.08,106.08
1980-02-18,105.27,105.27,105.27,105.27
1980-02-19,105.1,105.1,105.1,105.1
1980-02-20,105.06,105.06,105.06,105.06
1980-02-21,104.61,104.61,104.61,104.61
1980-02-22,104.39,104.39,104.39,104.39
1980-02-23,104.69,104.69,104.69,104.69
1980-02-25,104.32,104.32,104.32,104.32
1980-02-26,103.69,103.69,103.69,103.69
1980-02-27,103.5,103.5,103.5,103.5
1980-02-28,103.46,103.46,103.46,103.46
1980-02-29,103.74,103.74,103.74,103.74
1980-03-03,103.96,103.96,103.96,103.96
1980-03-04,103.85,103.85,103.85,103.85
1980-03-05,102.86,102.86,102.86,102.86
1980-03-06,102.76,102.76,102.76,102.76
1980-03-07,103.57,103.57,103.57,103.57
1980-03-08,103.89,103.89,103.89,103.89
1980-03-11,103.35,103.35,103.35,103.35
1980-03-12,103.13,103.13,103.13,103.13
1980-03-13,103.26,103.26,103.26,103.26
1980-03-14,103.08,103.08,103.08,103.08
1980-03-15,104.16,104.16,104.16,104.16
1980-03-17,103.58,103.58,103.58,103.58
1980-03-18,103.41,103.41,103.41,103.41
1980-03-19,103.13,103.13,103.13,103.13
1980-03-20,104.68,104.68,104.68,104.68
1980-03-21,104.43,104.43,104.43,104.43
1980-03-22,104.58,104.58,104.58,104.58
1980-03-24,107.09,107.09,107.09,107.09
1980-03-25,106.47,106.47,106.47,106.47
1980-03-26,107.22,107.22,107.22,107.22
1980-03-27,106.37,106.37,106.37,106.37
1980-03-28,105.33,105.33,105.33,105.33
1980-03-29,104.9,104.9,104.9,104.9
1980-03-31,105,105,105,105
1980-04-01,105.43,105.43,105.43,105.43
1980-04-02,105.74,105.74,105.74,105.74
1980-04-03,106.78,106.78,106.78,106.78
1980-04-04,107.4,107.4,107.4,107.4
1980-04-07,109.43,109.43,109.43,109.43
1980-04-08,109.51,109.51,109.51,109.51
1980-04-09,110.07,110.07,110.07,110.07
1980-04-10,111.14,111.14,111.14,111.14
1980-04-11,112.02,112.02,112.02,112.02
1980-04-12,111.68,111.68,111.68,111.68
1980-04-14,111.54,111.54,111.54,111.54
1980-04-15,110.79,110.79,110.79,110.79
1980-04-16,110.48,110.48,110.48,110.48
1980-04-17,109.89,109.89,109.89,109.89
1980-04-18,111.85,111.85,111.85,111.85
1980-04-19,114.68,114.68,114.68,114.68
1980-04-21,115.99,115.99,115.99,115.99
1980-04-22,115.04,115.04,115.04,115.04
1980-04-23,117.26,117.26,117.26,117.26
1980-04-24,116.89,116.89,116.89,116.89
1980-04-25,118.03,118.03,118.03,118.03
1980-04-26,118.21,118.21,118.21,118.21
1980-04-28,117.34,117.34,117.34,117.34
1980-04-29,117.27,117.27,117.27,117.27
1980-04-30,116.09,116.09,116.09,116.09
1980-05-01,116.54,116.54,116.54,116.54
1980-05-02,118.58,118.58,118.58,118.58
1980-05-03,118.33,118.33,118.33,118.33
1980-05-06,119.3,119.3,119.3,119.3
1980-05-07,119.23,119.23,119.23,119.23
1980-05-08,119.36,119.36,119.36,119.36
1980-05-09,116.42,116.42,116.42,116.42
1980-05-10,116.43,116.43,116.43,116.43
1980-05-12,115.47,115.47,115.47,115.47
1980-05-13,112.85,112.85,112.85,112.85
1980-05-14,112.27,112.27,112.27,112.27
1980-05-15,114.53,114.53,114.53,114.53
1980-05-16,114.91,114.91,114.91,114.91
1980-05-17,115.03,115.03,115.03,115.03
1980-05-19,111.09,111.09,111.09,111.09
1980-05-20,109.47,109.47,109.47,109.47
1980-05-22,109.66,109.66,109.66,109.66
1980-05-23,112.59,112.59,112.59,112.59
1980-05-24,113.84,113.84,113.84,113.84
1980-05-26,111.55,111.55,111.55,111.55
