Date,Open,High,Low,Close,Volume,Change
2013-08-14,93537,93793,93537,93552,92,-0.006994936896965287
2013-08-16,93390,93390,93102,93274,87,-0.002971609372327655
2013-08-19,87068,93270,87068,93045,36,-0.002455132191178655
2013-08-20,93041,93582,93041,93585,141,0.005803643398355707
2013-08-21,93664,93880,93628,93631,131,0.0004915317625688864
2013-08-22,93285,93285,92914,92915,335,-0.0076470399760762975
2013-08-23,93033,93285,93033,93287,110,0.004003659258462022
2013-08-26,93747,93747,93582,93677,8,0.004180646821100531
2013-08-27,93683,93761,93495,93762,267,0.0009073732079378782
2013-08-28,93953,94145,93953,94001,75,0.002549007060429709
2013-08-29,94049,94356,94049,94359,25,0.0038084701226581696
2013-08-30,94324,94640,94301,94642,1651,0.002999183967613117
2013-09-02,94420,94420,94296,94299,80,-0.003624183766192557
2013-09-03,94242,94242,94141,94143,108,-0.0016543123468966137
2013-09-04,93995,93995,93995,93996,130,-0.0015614543832255245
2013-09-05,93431,93514,93431,93516,600,-0.005106600280862961
2013-09-06,93376,93376,93225,93227,18,-0.003090380255785119
2013-09-09,93225,94132,93225,94134,210,0.009728941186566198
2013-09-10,94132,94388,94132,94194,335,0.0006373892536171155
2013-09-11,94191,94572,94191,94445,3318,0.0026647132513748506
2013-09-12,94443,94726,94443,94514,37,0.0007305839377416135
2013-09-13,94512,94673,94452,94491,517,-0.00024335019150600878
2013-09-16,94488,95065,94488,95068,369,0.006106401667883787
2013-09-17,95048,95231,95048,95233,27,0.001735599781209185
2013-09-23,95231,95853,95231,95817,290,0.006132328079552218
2013-09-24,95817,95944,95817,95874,126,0.0005948839976204212
2013-09-25,95871,95935,95871,95938,18,0.000667542816613409
2013-09-26,95835,95903,95514,95516,3309,-0.004398674143717862
2013-09-27,95496,95762,95464,95662,1275,0.0015285397210937912
2013-09-30,95661,95881,95620,95837,435,0.0018293575296355336
2013-10-01,95817,95817,95514,95704,112,-0.0013877729895551694
2013-10-02,95701,95866,95701,95869,701,0.0017240658697650346
2013-10-04,95866,95866,95866,95869,17,0.0
2013-10-07,95601,95812,95601,95814,67,-0.0005736995274802092
2013-10-08,95812,95812,95701,95709,16,-0.0010958732544305017
2013-10-10,95482,95482,95271,95274,11,-0.0045450271134376274
2013-10-11,95271,95271,95271,95274,20,0.0
2013-10-14,95271,95271,95080,95081,47,-0.00202573629741587
2013-10-15,95102,95116,95102,95118,122,0.00038914188954675133
2013-10-16,95116,95262,94919,95265,221,0.0015454488109505338
2013-10-17,95395,95560,95395,95521,373,0.0026872408544587056
2013-10-18,95661,95849,95661,95846,128,0.0034023931910260874
2013-10-21,95830,95830,95634,95810,109,-0.0003756025290569953
2013-10-22,95826,95826,95826,95827,36,0.00017743450579277287
2013-10-23,95826,96535,95826,96532,228,0.007357007941394489
2013-10-24,96494,96531,96265,96267,48,-0.0027452036630339904
2013-10-25,96430,96430,96297,96423,76,0.0016204930038330456
2013-10-28,96293,96293,96128,96129,2,-0.0030490650570922373
2013-10-29,96127,96274,96127,96239,1385,0.00114429568600527
2013-10-30,96292,96503,96292,96504,31,0.002753561445983488
2013-10-31,96259,96327,96127,96271,1514,-0.0024144076929453195
2013-11-01,96118,96118,96118,96120,11,-0.0015684889530596102
2013-11-04,95519,95674,95519,95676,131,-0.004619225967540608
2013-11-05,95637,95637,95637,95640,50,-0.00037626991094941165
2013-11-06,95519,95533,95326,95534,36,-0.001108322877457102
2013-11-07,95593,95593,95593,95593,50,0.0006175811752884286
2013-11-08,95615,95857,95615,95671,22,0.0008159593275658406
2013-11-11,95111,95116,95111,95118,3,-0.005780225982795151
2013-11-12,94860,94860,94786,94788,95,-0.0034693748817258285
2013-11-13,95043,95276,94961,95095,5,0.0032388065999915394
2013-11-14,95427,95533,95175,95320,1826,0.0023660549976338707
2013-11-15,95235,95235,95061,95196,188,-0.0013008812421317906
2013-11-18,94301,95217,94301,95218,18,0.00023110214714905375
2013-11-19,95129,95129,95028,95032,52,-0.0019534121699679163
2013-11-20,94718,94819,94718,94820,405,-0.0022308275107332243
2013-11-21,94553,94589,94370,94593,103,-0.002394009702594402
2013-11-22,94553,94755,94388,94755,198,0.001712600298119371
2013-11-25,94755,94974,94755,94976,42,0.002332330747717881
2013-11-26,94965,94965,94929,94930,100,-0.00048433288409699404
2013-11-27,94865,95048,94846,95049,306,0.0012535552512378256
2013-11-28,94851,94910,94644,94912,193,-0.0014413618239013104
2013-11-29,94910,94910,94548,94697,121,-0.0022652562373567386
2013-12-02,94594,94594,94259,94331,34,-0.0038649587632132443
2013-12-03,94443,94443,94443,94445,100,0.0012085104578558603
2013-12-04,94337,94360,94337,94363,21,-0.0008682301868812026
2013-12-05,94457,94457,94224,94280,16,-0.0008795820395706144
2013-12-06,94191,94352,93962,94354,153,0.0007848960543064276
2013-12-09,94342,94755,93390,94755,1181,0.004249952307268323
2013-12-10,94594,94841,94594,94844,64,0.0009392644187642407
2013-12-11,94544,94584,94462,94588,29,-0.0026991691619923097
2013-12-12,94572,94579,94259,94583,52,-5.286082801203573e-05
2013-12-13,94388,94795,93669,94797,775,0.002262563039869825
2013-12-16,94887,95092,94887,95095,202,0.0031435593953395014
2013-12-17,95057,95308,95057,95310,200,0.0022608969977391258
2013-12-18,95308,95308,95308,95310,50,0.0
2013-12-19,95175,95175,95175,95178,50,-0.0013849543594586233
2013-12-20,95198,95198,95198,95201,1,0.00024165248271668105
2013-12-23,95446,95446,95226,95433,82,0.002436949191710225
2013-12-24,95487,95487,95354,95356,10,-0.0008068487839636429
2013-12-26,95395,95505,95395,95508,10,0.0015940265950753485
2013-12-27,95578,95812,95550,95814,68,0.0032039200904636633
2013-12-30,95812,95812,95693,95694,53,-0.0012524265764919384
2014-01-02,95262,95262,95262,95265,1,-0.004483039689008761
2014-01-03,94937,94937,94548,94665,51,-0.006298220752637418
2014-01-06,96128,96128,95038,95040,6,0.003961337347488492
2014-01-07,95102,95149,94823,95149,906,0.0011468855218854657
2014-01-08,94823,95249,94823,95251,2135,0.0010720028586743702
2014-01-09,94937,94937,94905,94907,20,-0.003611510640308291
2014-01-10,95061,95194,94937,95196,821,0.003045086242321471
2014-01-13,95689,95689,95578,95581,250,0.0040442875751081075
2014-01-14,95464,95464,95422,95426,52,-0.0016216612088176818
2014-01-15,95189,95189,95189,95191,2,-0.0024626412088948335
2014-01-16,95033,95276,95033,95279,51,0.0009244571440576443
2014-01-17,95092,95341,95092,95342,170,0.0006612160077246187
2014-01-20,95281,95281,95281,95282,21,-0.0006293134190598071
2014-01-21,95321,95321,95134,95136,177,-0.0015322936126446196
2014-01-22,95194,95194,95019,95022,181,-0.001198284561049423
2014-01-23,96128,96128,94865,95246,268,0.0023573488244827967
2014-01-24,95345,95747,95345,95750,129,0.005291560800453565
2014-01-27,95573,95752,95514,95731,222,-0.00019843342036551803
2014-01-28,95701,95701,95656,95658,9301,-0.0007625534048532057
2014-01-29,95620,95620,95550,95553,435,-0.0010976604152292957
2014-02-03,95661,95666,95477,95667,35,0.001193055163103196
2014-02-04,95666,96128,95666,96111,42,0.004641098811502431
2014-02-05,96228,96228,96164,96166,51865,0.00057225499682656
2014-02-06,96159,96159,95982,95983,50061,-0.0019029594659235594
2014-02-07,96000,96159,96000,96002,71994,0.00019795172061720656
2014-02-10,95990,96224,95990,96226,212097,0.0023332847232349074
2014-02-11,96260,96352,96128,96353,438,0.0013198096148649974
2014-02-12,96302,96310,96000,96299,1360,-0.0005604392182910756
2014-02-13,96182,96566,96182,96569,684,0.0028037674326835127
2014-02-14,96393,96842,96357,96784,2125,0.00222638734997771
2014-02-17,96398,96687,96398,96687,537,-0.001002231773846951
2014-02-18,96393,96484,96278,96455,498,-0.0023994952785793
2014-02-19,96467,96613,96467,96615,1873,0.0016588046239178755
2014-02-20,96402,96718,96402,96720,680,0.001086787765874897
2014-02-21,96402,96516,96260,96519,1116,-0.002078163771712105
2014-02-24,96467,96595,96467,96596,1311,0.0007977703871775432
2014-02-25,96590,96704,96521,96683,1650,0.0009006584123565364
2014-02-26,96650,96650,96539,96560,1333,-0.0012721988353692204
2014-02-27,96667,96727,96581,96730,1369,0.0017605633802817433
2014-02-28,96630,96687,96512,96687,822,-0.0004445363382611367
2014-03-03,96723,96723,96467,96468,886,-0.0022650408017623747
2014-03-04,96224,96224,96013,96180,988,-0.0029854459509889297
2014-03-05,96039,96236,95929,96239,629,0.000613433146184228
2014-03-06,96302,96302,96100,96235,170,-4.156319163750588e-05
2014-03-07,96206,96206,96013,96190,1488,-0.0004676053410921366
2014-03-10,96118,96302,96000,96303,707,0.0011747582908825382
2014-03-11,96443,96443,96237,96372,31211,0.0007164885829102907
2014-03-12,96374,96526,96374,96528,918,0.001618727431204059
2014-03-13,96604,96645,96503,96647,341,0.0012328029172883337
2014-03-14,96659,96997,96650,97000,1028,0.0036524672260909163
2014-03-17,96869,96923,96672,96807,3807,-0.001989690721649451
2014-03-18,96736,96736,96531,96738,1487,-0.0007127583749109156
2014-03-19,96801,96801,96751,96751,351,0.00013438359279693834
2014-03-20,96132,96767,96132,96771,478,0.00020671620965151405
2014-03-21,96731,96731,96479,96551,1461,-0.0022734083558090257
2014-03-24,96566,96659,96535,96660,92,0.0011289370384564013
2014-03-25,96531,96677,96531,96679,4178,0.0001965652803641582
