Date,Open,High,Low,Close,Volume,Change
2016-05-13,23218,23228,23006,23048,4100542,-0.0077919841577338556
2016-05-16,22981,23141,22962,23082,8244805,0.001475182228392935
2016-05-17,23112,23122,23006,23097,3626007,0.0006498570314530383
2016-05-18,23030,23030,22833,22968,6516665,-0.005585140927393151
2016-05-19,22891,22948,22862,22905,4323292,-0.002742946708463978
2016-05-20,22867,22962,22842,22905,2454959,0.0
2016-05-23,22939,22991,22790,22968,3320346,0.002750491159135615
2016-05-24,22934,22934,22795,22803,3647086,-0.007183908045977017
2016-05-25,22934,23136,22929,23124,7316884,0.014077095119063188
2016-05-26,23132,23179,23049,23082,6910397,-0.0018162947586922717
2016-05-27,23117,23208,23073,23201,4718773,0.005155532449527822
2016-05-30,23198,23198,23035,23148,4034210,-0.002284384293780417
2016-05-31,23117,23333,23015,23336,4623806,0.00812165197857273
2016-06-01,23260,23376,23208,23349,5285423,0.0005570791909497164
2016-06-02,23337,23395,23305,23394,4575200,0.0019272773994603032
2016-06-03,23434,23453,23357,23431,4734457,0.0015816021202017527
2016-06-07,23463,23756,23463,23744,5799058,0.013358371388331625
2016-06-08,23741,23981,23736,23985,7767048,0.010149932614555324
2016-06-09,23966,24112,23856,23975,9688708,-0.0004169272461955753
2016-06-10,23956,23961,23875,23879,7425178,-0.0040041710114703255
2016-06-13,23703,23718,23380,23384,6826234,-0.02072951128606726
2016-06-14,23342,23410,23233,23307,4587339,-0.003292849811837195
2016-06-15,23260,23385,23198,23297,4026938,-0.0004290556485175845
2016-06-16,23305,23342,23039,23119,5969003,-0.007640468729879335
2016-06-17,23270,23376,23141,23157,7078421,0.0016436697088975105
2016-06-20,23371,23516,23357,23480,3442351,0.013948266183011704
2016-06-21,23458,23501,23367,23480,3969436,0.0
2016-06-22,23491,23674,23429,23615,3413129,0.005749574105621713
2016-06-23,23606,23660,23564,23629,5371171,0.0005928435316535641
2016-06-24,23718,23780,22541,22870,19625354,-0.03212154555842395
2016-06-27,22815,22939,22737,22934,15481345,0.0027984258854394373
2016-06-28,22708,23059,22689,22992,12372785,0.002528996250108939
2016-06-29,23103,23376,23049,23264,6426649,0.011830201809325036
2016-06-30,23380,23429,23251,23431,4397380,0.00717847317744158
2016-07-01,23449,23693,23434,23624,7538112,0.008236951047757346
2016-07-04,23621,23741,23583,23705,5154796,0.003428716559431111
2016-07-05,23674,23718,23602,23677,4674435,-0.0011811854039232017
2016-07-06,23578,23578,23093,23201,11041991,-0.020103898297926248
2016-07-07,23318,23506,23256,23465,8326585,0.011378819878453461
2016-07-08,23405,23520,23280,23345,3733593,-0.005113999573833405
2016-07-11,23564,23741,23564,23691,5807082,0.014821160848147441
2016-07-12,23722,23822,23621,23691,7246168,0.0
2016-07-13,23870,23961,23751,23850,10864469,0.006711409395973256
2016-07-14,23827,23937,23803,23894,7325438,0.0018448637316561545
2016-07-15,24000,24107,23928,24014,8123086,0.005022181300744943
